4cda4c402c1c5146186e471fda6c4fc9,An average human loses about 200 head hairs per day.,djtech.net,https://www.djtech.net/humor/shorty_useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/4cda4c402c1c5146186e471fda6c4fc9
6f517dd4dfab50029f4fb2db74943b5c,There are 269 steps to the top of the Leaning Tower of Pisa,djtech.net,http://www.djtech.net/humor/useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/6f517dd4dfab50029f4fb2db74943b5c
5f4e905f57a2bfa7febd6f7b7957da1d,"In ancient Greece ""idiot"" meant a private citizen or layman.",djtech.net,https://www.djtech.net/humor/shorty_useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/5f4e905f57a2bfa7febd6f7b7957da1d
3eac69032002b90a12abd19d3a2c509a,Half of all Americans live within 50 miles of their birthplace.,djtech.net,http://www.djtech.net/humor/useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/3eac69032002b90a12abd19d3a2c509a
483bffa84216d70a20b9311cb4b5b6fb,"About 200,000,000 M&Ms are sold each day in the United States.",djtech.net,https://www.djtech.net/humor/shorty_useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/483bffa84216d70a20b9311cb4b5b6fb
1725e8fc3c1b4f93d7a49a11d20ec087,"When you sneeze, air and particles travel through the nostrils at speeds over100 mph.  During this time, all bodily functions stop, including your heart, contributing to the impossibility of keeping one`s eyes open during a sneeze.",djtech.net,http://www.djtech.net/humor/useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/1725e8fc3c1b4f93d7a49a11d20ec087
8bcb9b6b1d380574e833e12d1b0b10ed,    Dueling is legal in Paraguay as long as both parties are registered blood donors.,djtech.net,https://www.djtech.net/humor/shorty_useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/8bcb9b6b1d380574e833e12d1b0b10ed
f0438fa76b4372f93f5bad20c34fb448,The pancreas produces Insulin.,djtech.net,https://www.djtech.net/humor/shorty_useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/f0438fa76b4372f93f5bad20c34fb448
70aff1613abb2f3468252b5c52f9905d,"Orville Wright was involved in the first aircraft accident. His passenger, a Frenchman, was killed.",djtech.net,https://www.djtech.net/humor/shorty_useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/70aff1613abb2f3468252b5c52f9905d
bfafbddd685710386f2a863e81578ba2,Some lions mate over 50 times a day.,djtech.net,http://www.djtech.net/humor/useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/bfafbddd685710386f2a863e81578ba2
c84f1d6b5de1f506be9dc6946dc3d8ca,Humans use a total of 72 different muscles in speech.,djtech.net,https://www.djtech.net/humor/shorty_useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/c84f1d6b5de1f506be9dc6946dc3d8ca
954046b3b18dc5c386b83137f565cb58,3.6 cans of Spam are consumed each second.,djtech.net,http://www.djtech.net/humor/useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/954046b3b18dc5c386b83137f565cb58
0e8939433929027d62bad82817e01fe8,Worcestershire sauce in essentially an Anchovy Ketchup.,djtech.net,http://www.djtech.net/humor/useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/0e8939433929027d62bad82817e01fe8
58a76329aeda043e07e1fb4632f8e09a,It`s possible to lead a cow upstairs but not downstairs.,djtech.net,http://www.djtech.net/humor/useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/58a76329aeda043e07e1fb4632f8e09a
dfcc979d01c90f461936dcc661411a67,The youngest pope ever was 11 years old.,djtech.net,https://www.djtech.net/humor/shorty_useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/dfcc979d01c90f461936dcc661411a67
61a394fb0f263453018830f143241c49,60% of electrocutions occur while talking on the telephone during a thunderstorm.,djtech.net,http://www.djtech.net/humor/useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/61a394fb0f263453018830f143241c49
d5ffdca6bcad6a63fd519a9b2dde2353,One in every 4 Americans has appeared on television.,djtech.net,https://www.djtech.net/humor/shorty_useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/d5ffdca6bcad6a63fd519a9b2dde2353
7d933715521d58c5d1ef337a46717eb0,"""Almost"" is the longest word in the English language with all the letters in alphabetical order.",djtech.net,https://www.djtech.net/humor/shorty_useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/7d933715521d58c5d1ef337a46717eb0
9dc6007de790ced736256364a22c0ec2,Los Angeles` full name `El Pueblo de Nuestra Senora la Reina de Los Angeles de Porciuncula` is reduced to 3.63% of its size in the abbreviation `L.A.`.,djtech.net,http://www.djtech.net/humor/useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/9dc6007de790ced736256364a22c0ec2
a622e4e183be5d4db4958e788ca080af,Albert Einstein and Charles Darwin both married their first cousins,djtech.net,https://www.djtech.net/humor/shorty_useless_facts.htm,en,https://uselessfacts.jsph.pl/api/v2/facts/a622e4e183be5d4db4958e788ca080af
254b3b3b59925d141d5b6821bfd3f897,In Istanbul gibt es um die 250 Schnurrbart-Kliniken,NEON,http://www.neon.de/artikel/kaufen/produkte/in-istanbul-gibt-es-um-die-250-schnurrbart-kliniken/1091921,de,https://uselessfacts.jsph.pl/api/v2/facts/254b3b3b59925d141d5b6821bfd3f897
077c22f429a677fccbcf789e1338d8f2,Fische können seekrank werden,NEON,http://www.neon.de/artikel/kaufen/produkte/fische-koennen-seekrank-werden/1444857,de,https://uselessfacts.jsph.pl/api/v2/facts/077c22f429a677fccbcf789e1338d8f2
b79041ce6c7b36ffbbc861d97c7c533d,Die Selbstmordrate steigt im Frühling.,NEON,http://www.neon.de/artikel/kaufen/produkte/die-selbstmordrate-steigt-im-fruehling/1041537,de,https://uselessfacts.jsph.pl/api/v2/facts/b79041ce6c7b36ffbbc861d97c7c533d
cd67824e45f57e0a19d94b7705f47a38,"Deutschland importiert jährlich rund 1,2 Milliarden Rosen. Siebzig Prozent davon stammen aus den Niederlanden",NEON,http://www.neon.de/artikel/kaufen/produkte/deutschland-importiert-jaehrlich-rund-1-2-milliarden-rosen-siebzig-prozent-davon-stammen-aus-den-niederlanden/1141061,de,https://uselessfacts.jsph.pl/api/v2/facts/cd67824e45f57e0a19d94b7705f47a38
5cd0bde37a67b3c080d2986aa66f4f04,Udo Lindenberg malt mit bunten Likören kleine Bilder,NEON,http://www.neon.de/artikel/kaufen/produkte/udo-lindenberg-malt-mit-bunten-likoeren-kleine-bilder/1482612,de,https://uselessfacts.jsph.pl/api/v2/facts/5cd0bde37a67b3c080d2986aa66f4f04
d1e00ac5b74fdc364e887903c4755b6c,An einer Supermarktkasse muss man in Deutschland im Durchschnitt sieben Minuten warten.,NEON,http://www.neon.de/artikel/kaufen/produkte/an-einer-supermarktkasse-muss-man-in-deutschland-im-durchschnitt-sieben-minuten-warten/1053425,de,https://uselessfacts.jsph.pl/api/v2/facts/d1e00ac5b74fdc364e887903c4755b6c
eb024e421f1e1895644b5db04143a804,"Drei Viertel der Deutschen haben beste Freunde, die sie im Schnitt seit 24 Jahren kennen",NEON,http://www.neon.de/artikel/kaufen/produkte/drei-viertel-der-deutschen-haben-beste-freunde-die-sie-im-schnitt-seit-24-jahren-kennen/1136849,de,https://uselessfacts.jsph.pl/api/v2/facts/eb024e421f1e1895644b5db04143a804
